,Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop
414,4/25/2021,36007,17,Broome County,NY,97.1,80853,42.4,,,80848,48.6,79909,52,28539,77.2,62909,33,,,,,62907,37.8,62671,40.8,25976,70.2,,,,,,,,,,,C,10,,,10,11,12,Metro,2,,,2,3,4,,,,,,,,,190488,,,166375,153683,
415,4/24/2021,36007,16,Broome County,NY,97.1,80332,42.2,,,80327,48.3,79419,51.7,28495,77.1,61962,32.5,,,,,61960,37.2,61735,40.2,25883,70,,,,,,,,,,,C,10,,,10,11,12,Metro,2,,,2,3,4,,,,,,,,,190488,,,166375,153683,
416,4/23/2021,36007,16,Broome County,NY,97.1,79730,41.9,,,79725,47.9,78836,51.3,28404,76.8,60593,31.8,,,,,60591,36.4,60380,39.3,25731,69.6,,,,,,,,,,,C,10,,,10,10,11,Metro,2,,,2,2,3,,,,,,,,,190488,,,166375,153683,
417,4/22/2021,36007,16,Broome County,NY,97.1,79028,41.5,,,79023,47.5,78157,50.9,28335,76.6,59630,31.3,,,,,59628,35.8,59424,38.7,25578,69.2,,,,,,,,,,,C,10,,,10,10,11,Metro,2,,,2,2,3,,,,,,,,,190488,,,166375,153683,
418,4/21/2021,36007,16,Broome County,NY,97.1,78566,41.2,,,78561,47.2,77721,50.6,28286,76.5,59005,31,,,,,59003,35.5,58801,38.3,25462,68.9,,,,,,,,,,,C,10,,,10,10,11,Metro,2,,,2,2,3,,,,,,,,,190488,,,166375,153683,
419,4/20/2021,36007,16,Broome County,NY,97.1,77910,40.9,,,77905,46.8,77090,50.2,28221,76.3,58274,30.6,,,,,58272,35,58075,37.8,25324,68.5,,,,,,,,,,,C,10,,,10,10,11,Metro,2,,,2,2,3,,,,,,,,,190488,,,166375,153683,
420,4/19/2021,36007,16,Broome County,NY,97.1,77335,40.6,,,77330,46.5,76546,49.8,28166,76.2,57697,30.3,,,,,57695,34.7,57501,37.4,25207,68.2,,,,,,,,,,,C,10,,,10,10,11,Metro,2,,,2,2,3,,,,,,,,,190488,,,166375,153683,
421,4/18/2021,36007,16,Broome County,NY,97.1,76830,40.3,,,76825,46.2,76076,49.5,28129,76.1,57194,30,,,,,57192,34.4,57001,37.1,25116,67.9,,,,,,,,,,,C,10,,,10,10,11,Metro,2,,,2,2,3,,,,,,,,,190488,,,166375,153683,
422,4/17/2021,36007,15,Broome County,NY,97.1,75757,39.8,,,75752,45.5,75064,48.8,28037,75.8,56277,29.5,,,,,56275,33.8,56088,36.5,24931,67.4,,,,,,,,,,,C,9,,,10,10,11,Metro,1,,,2,2,3,,,,,,,,,190488,,,166375,153683,
423,4/16/2021,36007,15,Broome County,NY,97.1,75228,39.5,,,75223,45.2,74550,48.5,27981,75.7,55653,29.2,,,,,55651,33.4,55472,36.1,24818,67.1,,,,,,,,,,,C,9,,,10,10,11,Metro,1,,,2,2,3,,,,,,,,,190488,,,166375,153683,
424,4/15/2021,36007,15,Broome County,NY,97.1,74479,39.1,,,74474,44.8,73836,48,27875,75.4,54778,28.8,,,,,54776,32.9,54608,35.5,24663,66.7,,,,,,,,,,,C,9,,,10,10,11,Metro,1,,,2,2,3,,,,,,,,,190488,,,166375,153683,
425,4/14/2021,36007,15,Broome County,NY,97.1,73757,38.7,,,73752,44.3,73150,47.6,27799,75.2,53828,28.3,,,,,53826,32.4,53663,34.9,24485,66.2,,,,,,,,,,,C,9,,,10,10,11,Metro,1,,,2,2,3,,,,,,,,,190488,,,166375,153683,
426,4/13/2021,36007,15,Broome County,NY,97.1,73042,38.3,,,73037,43.9,72479,47.2,27722,75,52935,27.8,,,,,52933,31.8,52780,34.3,24340,65.8,,,,,,,,,,,C,9,,,10,10,11,Metro,1,,,2,2,3,,,,,,,,,190488,,,166375,153683,
427,4/12/2021,36007,15,Broome County,NY,97.1,72215,37.9,,,72210,43.4,71678,46.6,27622,74.7,51781,27.2,,,,,51779,31.1,51631,33.6,24075,65.1,,,,,,,,,,,C,9,,,10,10,11,Metro,1,,,2,2,3,,,,,,,,,190488,,,166375,153683,
428,4/11/2021,36007,15,Broome County,NY,97.1,71339,37.5,,,71334,42.9,70837,46.1,27540,74.5,50804,26.7,,,,,50802,30.5,50661,33,23845,64.5,,,,,,,,,,,C,9,,,10,10,11,Metro,1,,,2,2,3,,,,,,,,,190488,,,166375,153683,
429,4/10/2021,36007,14,Broome County,NY,97.1,70305,36.9,,,70300,42.3,69850,45.5,27442,74.2,49649,26.1,,,,,49647,29.8,49513,32.2,23605,63.8,,,,,,,,,,,C,9,,,9,10,11,Metro,1,,,1,2,3,,,,,,,,,190488,,,166375,153683,
430,4/9/2021,36007,14,Broome County,NY,97.1,68840,36.1,,,68835,41.4,68437,44.5,27302,73.8,47795,25.1,,,,,47793,28.7,47671,31,23311,63,,,,,,,,,,,C,9,,,9,10,11,Metro,1,,,1,2,3,,,,,,,,,190488,,,166375,153683,
431,4/8/2021,36007,14,Broome County,NY,97.2,67228,35.3,,,67224,40.4,66877,43.5,27115,73.3,46478,24.4,,,,,46476,27.9,46356,30.2,22944,62,,,,,,,,,,,C,9,,,9,10,11,Metro,1,,,1,2,3,,,,,,,,,190488,,,166375,153683,
432,4/7/2021,36007,14,Broome County,NY,97.2,65758,34.5,,,65754,39.5,65477,42.6,26947,72.9,45494,23.9,,,,,45492,27.3,45375,29.5,22744,61.5,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,190488,,,166375,153683,
433,4/6/2021,36007,14,Broome County,NY,97.2,65124,34.2,,,65120,39.1,64856,42.2,26836,72.6,44774,23.5,,,,,44772,26.9,44656,29.1,22562,61,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,190488,,,166375,153683,
434,4/5/2021,36007,14,Broome County,NY,97.2,63545,33.4,,,63541,38.2,63292,41.2,26584,71.9,43116,22.6,,,,,43114,25.9,43013,28,22107,59.8,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,190488,,,166375,153683,
435,4/4/2021,36007,14,Broome County,NY,97.2,63537,33.4,,,63533,38.2,63284,41.2,26584,71.9,43107,22.6,,,,,43105,25.9,43004,28,22104,59.8,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,190488,,,166375,153683,
436,4/3/2021,36007,13,Broome County,NY,97.2,62827,33,,,62823,37.8,62582,40.7,26516,71.7,42593,22.4,,,,,42591,25.6,42493,27.6,21914,59.3,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,190488,,,166375,153683,
437,4/2/2021,36007,13,Broome County,NY,97.2,61327,32.2,,,61323,36.9,61101,39.8,26375,71.3,41796,21.9,,,,,41794,25.1,41697,27.1,21576,58.3,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,190488,,,166375,153683,
438,4/1/2021,36007,13,Broome County,NY,97.2,56392,29.6,,,56389,33.9,56187,36.6,24416,66,36600,19.2,,,,,36599,22,36512,23.8,19026,51.4,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,190488,,,166375,153683,
439,3/31/2021,36007,13,Broome County,NY,97.2,56376,29.6,,,56373,33.9,56171,36.5,24412,66,36595,19.2,,,,,36594,22,36507,23.8,19022,51.4,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,190488,,,166375,153683,
440,3/30/2021,36007,13,Broome County,NY,97.2,54926,28.8,,,54923,33,54732,35.6,24061,65.1,33608,17.6,,,,,33607,20.2,33528,21.8,17478,47.3,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
441,3/29/2021,36007,13,Broome County,NY,97.1,54419,28.6,,,54416,32.7,54230,35.3,23982,64.9,32915,17.3,,,,,32914,19.8,32839,21.4,17113,46.3,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
442,3/28/2021,36007,13,Broome County,NY,97.1,54416,28.6,,,54413,32.7,54227,35.3,23982,64.9,32912,17.3,,,,,32911,19.8,32836,21.4,17111,46.3,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
443,3/27/2021,36007,12,Broome County,NY,97,53851,28.3,,,53848,32.4,53665,34.9,23891,64.6,32071,16.8,,,,,32070,19.3,31996,20.8,16685,45.1,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
444,3/26/2021,36007,12,Broome County,NY,97,52851,27.7,,,52848,31.8,52666,34.3,23726,64.2,30944,16.2,,,,,30943,18.6,30874,20.1,16032,43.4,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
445,3/25/2021,36007,12,Broome County,NY,96.9,52052,27.3,,,52050,31.3,51873,33.8,23625,63.9,29915,15.7,,,,,29915,18,29848,19.4,15658,42.3,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
446,3/24/2021,36007,12,Broome County,NY,96.9,50840,26.7,,,50838,30.6,50671,33,23413,63.3,29322,15.4,,,,,29322,17.6,29259,19,15399,41.6,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
447,3/23/2021,36007,12,Broome County,NY,96.8,50157,26.3,,,50155,30.1,49991,32.5,23287,63,28419,14.9,,,,,28419,17.1,28356,18.5,15106,40.8,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
448,3/22/2021,36007,12,Broome County,NY,96.8,48872,25.7,,,48870,29.4,48715,31.7,23090,62.4,28027,14.7,,,,,28027,16.8,27970,18.2,14920,40.3,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
449,3/21/2021,36007,12,Broome County,NY,96.7,48233,25.3,,,48231,29,48081,31.3,22911,62,27662,14.5,,,,,27662,16.6,27605,18,14741,39.9,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
450,3/20/2021,36007,11,Broome County,NY,96.7,47492,24.9,,,47490,28.5,47346,30.8,22730,61.5,27117,14.2,,,,,27117,16.3,27061,17.6,14425,39,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
451,3/19/2021,36007,11,Broome County,NY,96.6,46166,24.2,,,46164,27.7,46033,30,22510,60.9,26634,14,,,,,26634,16,26580,17.3,14183,38.4,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
452,3/18/2021,36007,11,Broome County,NY,96.6,44783,23.5,,,44781,26.9,44659,29.1,22308,60.3,26221,13.8,,,,,26221,15.8,26167,17,13954,37.7,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
453,3/17/2021,36007,11,Broome County,NY,96.6,43820,23,,,43818,26.3,43697,28.4,22058,59.6,25252,13.3,,,,,25252,15.2,25202,16.4,13504,36.5,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
454,3/16/2021,36007,11,Broome County,NY,96.5,42672,22.4,,,42671,25.6,42554,27.7,21792,58.9,24554,12.9,,,,,24554,14.8,24506,15.9,13052,35.3,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
455,3/15/2021,36007,11,Broome County,NY,96.5,41476,21.8,,,41475,24.9,41372,26.9,21582,58.4,24012,12.6,,,,,24012,14.4,23969,15.6,12764,34.5,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
456,3/14/2021,36007,11,Broome County,NY,96.4,40778,21.4,,,40777,24.5,40677,26.5,21410,57.9,23530,12.4,,,,,23530,14.1,23488,15.3,12476,33.7,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
457,3/13/2021,36007,10,Broome County,NY,96.4,40337,21.2,,,40336,24.2,40239,26.2,21257,57.5,22747,11.9,,,,,22747,13.7,22706,14.8,11921,32.2,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
458,3/12/2021,36007,10,Broome County,NY,96.3,39716,20.8,,,39715,23.9,39619,25.8,21002,56.8,21972,11.5,,,,,21972,13.2,21931,14.3,11496,31.1,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
459,3/11/2021,36007,10,Broome County,NY,96.4,39014,20.5,,,39013,23.4,38921,25.3,20718,56,20874,11,,,,,20874,12.5,20834,13.6,11090,30,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,190488,,,166375,153683,
460,3/10/2021,36007,10,Broome County,NY,96.3,38154,20,,,38153,22.9,38067,24.8,20334,55,20133,10.6,,,,,20133,12.1,20096,13.1,10601,28.7,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
461,3/9/2021,36007,10,Broome County,NY,96.3,36963,19.4,,,36962,22.2,36883,24,19746,53.4,19518,10.2,,,,,19518,11.7,19481,12.7,10219,27.6,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
462,3/8/2021,36007,10,Broome County,NY,96.2,35579,18.7,,,35578,21.4,35501,23.1,18981,51.3,18815,9.9,,,,,18815,11.3,18779,12.2,9796,26.5,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
463,3/7/2021,36007,10,Broome County,NY,96.2,35038,18.4,,,35037,21.1,34964,22.8,18775,50.8,18450,9.7,,,,,18450,11.1,18415,12,9559,25.8,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
464,3/6/2021,36007,9,Broome County,NY,96.1,34321,18,,,34320,20.6,34248,22.3,18494,50,17966,9.4,,,,,17966,10.8,17931,11.7,9181,24.8,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
465,3/5/2021,36007,9,Broome County,NY,96,33019,17.3,,,33018,19.8,32951,21.4,17660,47.8,17413,9.1,,,,,17413,10.5,17380,11.3,8841,23.9,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
466,3/4/2021,36007,9,Broome County,NY,96,31793,16.7,,,31792,19.1,31728,20.6,17201,46.5,16588,8.7,,,,,16588,10,16555,10.8,8446,22.8,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
467,3/3/2021,36007,9,Broome County,NY,95.9,30380,15.9,,,30379,18.3,30319,19.7,16453,44.5,16205,8.5,,,,,16205,9.7,16172,10.5,8174,22.1,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
468,3/2/2021,36007,9,Broome County,NY,95.9,29038,15.2,,,29037,17.5,28977,18.9,15671,42.4,15800,8.3,,,,,15800,9.5,15767,10.3,7901,21.4,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
469,3/1/2021,36007,9,Broome County,NY,95.9,27800,14.6,,,27799,16.7,27744,18.1,15056,40.7,15108,7.9,,,,,15108,9.1,15077,9.8,7504,20.3,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
470,2/28/2021,36007,9,Broome County,NY,95.8,26696,14,,,26695,16,26642,17.3,14318,38.7,14281,7.5,,,,,14281,8.6,14252,9.3,6921,18.7,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
471,2/27/2021,36007,8,Broome County,NY,95.8,25936,13.6,,,25935,15.6,25883,16.8,13939,37.7,13263,7,,,,,13263,8,13241,8.6,6270,17,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
472,2/26/2021,36007,8,Broome County,NY,95.8,25917,13.6,,,25916,15.6,25864,16.8,13932,37.7,13251,7,,,,,13251,8,13229,8.6,6263,16.9,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
473,2/25/2021,36007,8,Broome County,NY,95.8,25623,13.5,,,25622,15.4,25571,16.6,13798,37.3,12886,6.8,,,,,12886,7.7,12864,8.4,6059,16.4,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
474,2/24/2021,36007,8,Broome County,NY,95.8,25387,13.3,,,25386,15.3,25335,16.5,13661,36.9,12411,6.5,,,,,12411,7.5,12390,8.1,5662,15.3,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
475,2/23/2021,36007,8,Broome County,NY,95.7,24951,13.1,,,24950,15,24899,16.2,13501,36.5,12179,6.4,,,,,12179,7.3,12158,7.9,5500,14.9,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
476,2/22/2021,36007,8,Broome County,NY,95.7,24644,12.9,,,24643,14.8,24597,16,13323,36,11657,6.1,,,,,11657,7,11636,7.6,5068,13.7,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
477,2/21/2021,36007,8,Broome County,NY,95.7,24204,12.7,,,24203,14.5,24160,15.7,13027,35.2,11208,5.9,,,,,11208,6.7,11188,7.3,4747,12.8,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
478,2/20/2021,36007,7,Broome County,NY,95.7,23698,12.4,,,23697,14.2,23655,15.4,12756,34.5,10603,5.6,,,,,10603,6.4,10586,6.9,4396,11.9,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
479,2/19/2021,36007,7,Broome County,NY,95.7,23229,12.2,,,23228,14,23187,15.1,12503,33.8,9597,5,,,,,9597,5.8,9580,6.2,3813,10.3,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
480,2/18/2021,36007,7,Broome County,NY,95.7,22815,12,,,22814,13.7,22774,14.8,12250,33.1,8892,4.7,,,,,8892,5.3,8879,5.8,3410,9.2,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
481,2/17/2021,36007,7,Broome County,NY,95.6,22044,11.6,,,22043,13.2,22006,14.3,11774,31.8,8446,4.4,,,,,8446,5.1,8433,5.5,3141,8.5,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
482,2/16/2021,36007,7,Broome County,NY,95.5,21586,11.3,,,21585,13,21548,14,11470,31,8010,4.2,,,,,8010,4.8,7997,5.2,2835,7.7,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
483,2/15/2021,36007,7,Broome County,NY,95.5,21059,11.1,,,21058,12.7,21022,13.7,11123,30.1,7487,3.9,,,,,7487,4.5,7474,4.9,2461,6.7,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
484,2/14/2021,36007,7,Broome County,NY,95.5,20618,10.8,,,20617,12.4,20582,13.4,10786,29.2,7096,3.7,,,,,7096,4.3,7083,4.6,2209,6,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
485,2/13/2021,36007,6,Broome County,NY,95.3,20056,10.5,,,20055,12.1,20020,13,10340,28,6683,3.5,,,,,6683,4,6670,4.3,1974,5.3,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
486,2/12/2021,36007,6,Broome County,NY,95.3,19649,10.3,,,19648,11.8,19613,12.8,10127,27.4,6167,3.2,,,,,6167,3.7,6155,4,1745,4.7,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
487,2/11/2021,36007,6,Broome County,NY,95.1,18970,10,,,18969,11.4,18934,12.3,9806,26.5,5726,3,,,,,5726,3.4,5714,3.7,1499,4.1,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
488,2/10/2021,36007,6,Broome County,NY,95,18556,9.7,,,18555,11.2,18520,12.1,9491,25.7,5329,2.8,,,,,5329,3.2,5320,3.5,1330,3.6,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
489,2/9/2021,36007,6,Broome County,NY,94.8,18166,9.5,,,18165,10.9,18131,11.8,9224,24.9,4864,2.6,,,,,4864,2.9,4856,3.2,1138,3.1,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
490,2/8/2021,36007,6,Broome County,NY,94.7,17796,9.3,,,17795,10.7,17762,11.6,8966,24.2,4578,2.4,,,,,4578,2.8,4570,3,1098,3,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
491,2/7/2021,36007,6,Broome County,NY,94.6,17476,9.2,,,17475,10.5,17443,11.3,8757,23.7,4515,2.4,,,,,4515,2.7,4507,2.9,1074,2.9,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
492,2/6/2021,36007,5,Broome County,NY,94.4,17000,8.9,,,16999,10.2,16973,11,8448,22.8,4082,2.1,,,,,4082,2.5,4074,2.7,966,2.6,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
493,2/5/2021,36007,5,Broome County,NY,94.3,16232,8.5,,,16231,9.8,16207,10.5,7908,21.4,3465,1.8,,,,,3465,2.1,3457,2.2,875,2.4,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
494,2/4/2021,36007,5,Broome County,NY,94.1,15661,8.2,,,15660,9.4,15636,10.2,7642,20.7,3029,1.6,,,,,3029,1.8,3021,2,799,2.2,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
495,2/3/2021,36007,5,Broome County,NY,93.9,14673,7.7,,,14672,8.8,14649,9.5,6906,18.7,2712,1.4,,,,,2712,1.6,2705,1.8,695,1.9,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
496,2/2/2021,36007,5,Broome County,NY,93.8,14604,7.7,,,14603,8.8,14580,9.5,6867,18.6,2519,1.3,,,,,2519,1.5,2512,1.6,672,1.8,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
497,2/1/2021,36007,5,Broome County,NY,93.9,14026,7.4,,,14025,8.4,14002,9.1,6447,17.4,2297,1.2,,,,,2297,1.4,2290,1.5,649,1.8,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
498,1/31/2021,36007,5,Broome County,NY,93.9,13560,7.1,,,13559,8.1,13537,8.8,6121,16.6,2237,1.2,,,,,2237,1.3,2230,1.5,629,1.7,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
499,1/30/2021,36007,4,Broome County,NY,93.9,13106,6.9,,,13105,7.9,13086,8.5,5851,15.8,2030,1.1,,,,,2030,1.2,2024,1.3,557,1.5,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
500,1/29/2021,36007,4,Broome County,NY,93.9,12421,6.5,,,12420,7.5,12402,8.1,5418,14.7,1714,0.9,,,,,1714,1,1709,1.1,485,1.3,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
501,1/28/2021,36007,4,Broome County,NY,93.7,11567,6.1,,,11566,7,11551,7.5,5019,13.6,1452,0.8,,,,,1452,0.9,1447,0.9,392,1.1,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
502,1/27/2021,36007,4,Broome County,NY,93.8,11084,5.8,,,11084,6.7,11069,7.2,4688,12.7,1263,0.7,,,,,1263,0.8,1258,0.8,383,1,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
503,1/26/2021,36007,4,Broome County,NY,93.8,10666,5.6,,,10666,6.4,10652,6.9,4399,11.9,1127,0.6,,,,,1127,0.7,1122,0.7,375,1,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,190488,,,166375,153683,
