,Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop
324,7/24/2021,36007,29,Broome County,NY,97.5,104596,54.9,,,104590,62.9,99459,64.7,31529,85.3,99429,52.2,,,,,99425,59.8,94805,61.7,30267,81.8,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
325,7/23/2021,36007,29,Broome County,NY,97.5,104424,54.8,,,104418,62.8,99305,64.6,31501,85.2,99295,52.1,,,,,99291,59.7,94703,61.6,30259,81.8,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
326,7/22/2021,36007,29,Broome County,NY,97.5,104311,54.8,,,104305,62.7,99208,64.6,31478,85.1,99201,52.1,,,,,99197,59.6,94623,61.6,30243,81.8,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
327,7/21/2021,36007,29,Broome County,NY,97.5,104158,54.7,,,104152,62.6,99080,64.5,31458,85.1,99069,52,,,,,99065,59.5,94515,61.5,30224,81.7,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
328,7/20/2021,36007,29,Broome County,NY,97.5,104061,54.6,,,104055,62.5,98991,64.4,31443,85,98955,51.9,,,,,98951,59.5,94430,61.4,30209,81.7,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
329,7/19/2021,36007,29,Broome County,NY,97.5,103987,54.6,,,103981,62.5,98926,64.4,31434,85,98908,51.9,,,,,98904,59.4,94387,61.4,30203,81.7,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
330,7/18/2021,36007,29,Broome County,NY,97.5,103907,54.5,,,103901,62.4,98859,64.3,31430,85,98829,51.9,,,,,98825,59.4,94316,61.4,30198,81.7,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
331,7/17/2021,36007,28,Broome County,NY,97.5,103810,54.5,,,103804,62.4,98773,64.3,31419,85,98725,51.8,,,,,98721,59.3,94235,61.3,30189,81.6,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
332,7/16/2021,36007,28,Broome County,NY,97.5,103711,54.4,,,103705,62.3,98689,64.2,31413,84.9,98609,51.8,,,,,98605,59.3,94140,61.3,30179,81.6,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
333,7/15/2021,36007,28,Broome County,NY,97.5,103602,54.4,,,103596,62.3,98594,64.2,31398,84.9,98499,51.7,,,,,98495,59.2,94038,61.2,30163,81.6,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
334,7/14/2021,36007,28,Broome County,NY,97.5,103489,54.3,,,103483,62.2,98504,64.1,31379,84.9,98368,51.6,,,,,98364,59.1,93932,61.1,30153,81.5,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
335,7/13/2021,36007,28,Broome County,NY,97.5,103400,54.3,,,103394,62.1,98430,64,31365,84.8,98265,51.6,,,,,98261,59.1,93840,61.1,30134,81.5,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
336,7/12/2021,36007,28,Broome County,NY,97.5,103326,54.2,,,103320,62.1,98368,64,31359,84.8,98167,51.5,,,,,98163,59,93758,61,30125,81.5,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
337,7/11/2021,36007,28,Broome County,NY,97.5,103273,54.2,,,103267,62.1,98324,64,31353,84.8,98102,51.5,,,,,98098,59,93704,61,30118,81.4,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
338,7/10/2021,36007,27,Broome County,NY,97.5,103161,54.2,,,103155,62,98237,63.9,31346,84.8,97954,51.4,,,,,97950,58.9,93586,60.9,30111,81.4,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
339,7/9/2021,36007,27,Broome County,NY,97.5,103065,54.1,,,103059,61.9,98160,63.9,31338,84.7,97807,51.3,,,,,97803,58.8,93464,60.8,30100,81.4,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
340,7/8/2021,36007,27,Broome County,NY,97.5,102959,54.1,,,102953,61.9,98078,63.8,31321,84.7,97678,51.3,,,,,97674,58.7,93348,60.7,30081,81.3,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
341,7/7/2021,36007,27,Broome County,NY,97.5,102854,54,,,102848,61.8,97996,63.8,31309,84.7,97542,51.2,,,,,97538,58.6,93240,60.7,30066,81.3,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
342,7/6/2021,36007,27,Broome County,NY,97.5,102769,54,,,102763,61.8,97928,63.7,31305,84.7,97439,51.2,,,,,97435,58.6,93155,60.6,30054,81.3,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
343,7/5/2021,36007,27,Broome County,NY,97.5,102745,53.9,,,102739,61.8,97905,63.7,31303,84.6,97378,51.1,,,,,97374,58.5,93116,60.6,30049,81.3,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
344,7/4/2021,36007,27,Broome County,NY,97.5,102704,53.9,,,102698,61.7,97874,63.7,31303,84.6,97324,51.1,,,,,97320,58.5,93073,60.6,30049,81.3,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
345,7/3/2021,36007,26,Broome County,NY,97.5,102601,53.9,,,102595,61.7,97788,63.6,31293,84.6,97168,51,,,,,97164,58.4,92952,60.5,30037,81.2,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
346,7/2/2021,36007,26,Broome County,NY,97.5,102499,53.8,,,102493,61.6,97708,63.6,31284,84.6,97021,50.9,,,,,97017,58.3,92838,60.4,30025,81.2,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
347,7/1/2021,36007,26,Broome County,NY,97.5,102401,53.8,,,102395,61.5,97626,63.5,31278,84.6,96838,50.8,,,,,96834,58.2,92696,60.3,30009,81.1,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
348,6/30/2021,36007,26,Broome County,NY,97.5,102155,53.6,,,102149,61.4,97440,63.4,31256,84.5,96576,50.7,,,,,96572,58,92498,60.2,29983,81.1,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
349,6/29/2021,36007,26,Broome County,NY,97.5,102071,53.6,,,102065,61.3,97376,63.4,31247,84.5,96457,50.6,,,,,96453,58,92407,60.1,29972,81,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
350,6/28/2021,36007,26,Broome County,NY,97.5,101987,53.5,,,101981,61.3,97306,63.3,31240,84.5,96362,50.6,,,,,96358,57.9,92329,60.1,29966,81,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
351,6/27/2021,36007,26,Broome County,NY,97.5,101922,53.5,,,101916,61.3,97253,63.3,31232,84.5,96242,50.5,,,,,96238,57.8,92249,60,29960,81,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
352,6/26/2021,36007,25,Broome County,NY,97.4,101610,53.3,,,101604,61.1,96984,63.1,31205,84.4,95744,50.3,,,,,95740,57.5,91826,59.8,29915,80.9,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
353,6/25/2021,36007,25,Broome County,NY,97.4,101412,53.2,,,101406,61,96820,63,31182,84.3,95395,50.1,,,,,95391,57.3,91546,59.6,29875,80.8,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
354,6/24/2021,36007,25,Broome County,NY,97.4,101290,53.2,,,101284,60.9,96709,62.9,31166,84.3,95198,50,,,,,95194,57.2,91380,59.5,29852,80.7,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,190488,,,166375,153683,
355,6/23/2021,36007,25,Broome County,NY,97.4,101124,53.1,,,101118,60.8,96582,62.8,31152,84.2,94936,49.8,,,,,94932,57.1,91184,59.3,29834,80.7,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
356,6/22/2021,36007,25,Broome County,NY,97.4,101010,53,,,101004,60.7,96485,62.8,31139,84.2,94766,49.7,,,,,94762,57,91039,59.2,29822,80.6,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
357,6/21/2021,36007,25,Broome County,NY,97.4,100942,53,,,100936,60.7,96423,62.7,31124,84.2,94644,49.7,,,,,94640,56.9,90935,59.2,29803,80.6,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
358,6/20/2021,36007,25,Broome County,NY,97.4,100657,52.8,,,100651,60.5,96162,62.6,31076,84,94277,49.5,,,,,94273,56.7,90618,59,29760,80.5,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
359,6/19/2021,36007,24,Broome County,NY,97.4,100524,52.8,,,100518,60.4,96049,62.5,31063,84,93983,49.3,,,,,93979,56.5,90402,58.8,29741,80.4,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
360,6/18/2021,36007,24,Broome County,NY,97.4,100307,52.7,,,100301,60.3,95876,62.4,31041,83.9,93581,49.1,,,,,93577,56.2,90065,58.6,29707,80.3,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
361,6/17/2021,36007,24,Broome County,NY,97.4,100167,52.6,,,100161,60.2,95749,62.3,31025,83.9,93286,49,,,,,93282,56.1,89835,58.5,29679,80.3,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
362,6/16/2021,36007,24,Broome County,NY,97.4,99959,52.5,,,99953,60.1,95572,62.2,31003,83.8,92888,48.8,,,,,92884,55.8,89529,58.3,29642,80.2,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
363,6/15/2021,36007,24,Broome County,NY,97.4,99691,52.3,,,99685,59.9,95367,62.1,30979,83.8,92218,48.4,,,,,92214,55.4,89009,57.9,29596,80,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
364,6/14/2021,36007,24,Broome County,NY,97.4,99520,52.2,,,99514,59.8,95213,62,30950,83.7,91719,48.1,,,,,91715,55.1,88681,57.7,29552,79.9,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
365,6/13/2021,36007,24,Broome County,NY,97.4,99458,52.2,,,99452,59.8,95165,61.9,30946,83.7,91516,48,,,,,91512,55,88557,57.6,29536,79.9,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
366,6/12/2021,36007,23,Broome County,NY,97.4,99177,52.1,,,99171,59.6,94928,61.8,30924,83.6,91076,47.8,,,,,91072,54.7,88257,57.4,29469,79.7,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
367,6/11/2021,36007,23,Broome County,NY,97.4,98858,51.9,,,98852,59.4,94664,61.6,30897,83.6,90547,47.5,,,,,90543,54.4,87859,57.2,29424,79.6,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
368,6/10/2021,36007,23,Broome County,NY,97.4,98584,51.8,,,98578,59.3,94457,61.5,30879,83.5,90046,47.3,,,,,90042,54.1,87520,56.9,29385,79.5,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
369,6/9/2021,36007,23,Broome County,NY,97.4,98173,51.5,,,98167,59,94145,61.3,30852,83.4,89440,47,,,,,89436,53.8,87078,56.7,29345,79.4,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
370,6/8/2021,36007,23,Broome County,NY,97.4,97956,51.4,,,97950,58.9,93958,61.1,30828,83.4,88811,46.6,,,,,88807,53.4,86694,56.4,29300,79.2,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
371,6/7/2021,36007,23,Broome County,NY,97.4,97836,51.4,,,97830,58.8,93860,61.1,30819,83.3,88442,46.4,,,,,88438,53.2,86508,56.3,29278,79.2,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
372,6/6/2021,36007,23,Broome County,NY,97.4,97716,51.3,,,97710,58.7,93769,61,30814,83.3,88108,46.3,,,,,88104,53,86330,56.2,29263,79.1,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
373,6/5/2021,36007,22,Broome County,NY,97.4,97457,51.2,,,97451,58.6,93574,60.9,30790,83.3,87480,45.9,,,,,87476,52.6,85994,56,29239,79.1,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
374,6/4/2021,36007,22,Broome County,NY,97.4,97167,51,,,97161,58.4,93355,60.7,30756,83.2,87005,45.7,,,,,87002,52.3,85694,55.8,29196,79,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
375,6/3/2021,36007,22,Broome County,NY,97.4,96934,50.9,,,96928,58.3,93157,60.6,30720,83.1,86688,45.5,,,,,86685,52.1,85434,55.6,29150,78.8,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
376,6/2/2021,36007,22,Broome County,NY,97.4,96713,50.8,,,96707,58.1,92985,60.5,30697,83,86459,45.4,,,,,86456,52,85219,55.5,29123,78.8,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
377,6/1/2021,36007,22,Broome County,NY,97.4,96565,50.7,,,96559,58,92855,60.4,30680,83,86273,45.3,,,,,86270,51.9,85040,55.3,29086,78.7,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
378,5/31/2021,36007,22,Broome County,NY,97.4,96403,50.6,,,96397,57.9,92717,60.3,30667,82.9,86127,45.2,,,,,86124,51.8,84898,55.2,29041,78.5,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
379,5/30/2021,36007,22,Broome County,NY,97.4,96189,50.5,,,96183,57.8,92530,60.2,30640,82.9,85928,45.1,,,,,85925,51.6,84712,55.1,29012,78.5,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
380,5/29/2021,36007,21,Broome County,NY,97.3,95913,50.4,,,95907,57.6,92338,60.1,30612,82.8,85635,45,,,,,85632,51.5,84439,54.9,28976,78.4,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
381,5/28/2021,36007,21,Broome County,NY,97.3,95508,50.1,,,95502,57.4,92017,59.9,30578,82.7,85243,44.7,,,,,85240,51.2,84062,54.7,28929,78.2,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
382,5/27/2021,36007,21,Broome County,NY,97.4,94982,49.9,,,94976,57.1,91543,59.6,30506,82.5,84724,44.5,,,,,84721,50.9,83553,54.4,28856,78,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
383,5/26/2021,36007,21,Broome County,NY,97.4,94585,49.7,,,94579,56.8,91228,59.4,30461,82.4,84269,44.2,,,,,84266,50.6,83145,54.1,28806,77.9,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
384,5/25/2021,36007,21,Broome County,NY,97.4,94191,49.4,,,94185,56.6,90884,59.1,30418,82.3,83845,44,,,,,83843,50.4,82764,53.9,28761,77.8,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
385,5/24/2021,36007,21,Broome County,NY,97.4,93828,49.3,,,93822,56.4,90661,59,30404,82.2,83561,43.9,,,,,83559,50.2,82493,53.7,28726,77.7,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
386,5/23/2021,36007,21,Broome County,NY,97.4,93603,49.1,,,93597,56.3,90512,58.9,30393,82.2,83265,43.7,,,,,83263,50,82215,53.5,28709,77.6,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,190488,,,166375,153683,
387,5/22/2021,36007,20,Broome County,NY,97.3,93108,48.9,,,93102,56,90188,58.7,30364,82.1,82766,43.4,,,,,82764,49.7,81748,53.2,28657,77.5,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,190488,,,166375,153683,
388,5/21/2021,36007,20,Broome County,NY,97.4,92645,48.6,,,92639,55.7,89861,58.5,30336,82,82148,43.1,,,,,82146,49.4,81173,52.8,28590,77.3,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,190488,,,166375,153683,
389,5/20/2021,36007,20,Broome County,NY,97.4,91758,48.2,,,91752,55.1,89206,58,30274,81.9,81449,42.8,,,,,81447,49,80499,52.4,28518,77.1,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,190488,,,166375,153683,
390,5/19/2021,36007,20,Broome County,NY,97.4,91310,47.9,,,91304,54.9,88915,57.9,30246,81.8,81035,42.5,,,,,81033,48.7,80101,52.1,28466,77,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,190488,,,166375,153683,
391,5/18/2021,36007,20,Broome County,NY,97.3,90615,47.6,,,90609,54.5,88553,57.6,30205,81.7,80477,42.2,,,,,80475,48.4,79560,51.8,28407,76.8,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,190488,,,166375,153683,
392,5/17/2021,36007,20,Broome County,NY,97.3,90358,47.4,,,90352,54.3,88397,57.5,30176,81.6,80164,42.1,,,,,80162,48.2,79258,51.6,28349,76.7,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,190488,,,166375,153683,
393,5/16/2021,36007,20,Broome County,NY,97.3,90066,47.3,,,90060,54.1,88249,57.4,30162,81.6,79863,41.9,,,,,79861,48,78973,51.4,28329,76.6,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,190488,,,166375,153683,
394,5/15/2021,36007,19,Broome County,NY,97.3,89520,47,,,89514,53.8,87974,57.2,30141,81.5,79376,41.7,,,,,79374,47.7,78515,51.1,28284,76.5,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,190488,,,166375,153683,
395,5/14/2021,36007,19,Broome County,NY,97.3,88995,46.7,,,88990,53.5,87608,57,30095,81.4,78811,41.4,,,,,78809,47.4,77967,50.7,28204,76.3,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,190488,,,166375,153683,
396,5/13/2021,36007,19,Broome County,NY,97.3,88743,46.6,,,88738,53.3,87405,56.9,30055,81.3,78406,41.2,,,,,78404,47.1,77580,50.5,28162,76.2,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,190488,,,166375,153683,
397,5/12/2021,36007,19,Broome County,NY,97.3,88547,46.5,,,88542,53.2,87221,56.8,30025,81.2,77858,40.9,,,,,77856,46.8,77058,50.1,28099,76,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,190488,,,166375,153683,
398,5/11/2021,36007,19,Broome County,NY,97.3,88359,46.4,,,88354,53.1,87037,56.6,30001,81.1,77216,40.5,,,,,77214,46.4,76444,49.7,28040,75.8,,,,,,,,,,,C,11,,,11,11,12,Metro,3,,,3,3,4,,,,,,,,,190488,,,166375,153683,
399,5/10/2021,36007,19,Broome County,NY,97.3,88146,46.3,,,88141,53,86833,56.5,29968,81,76608,40.2,,,,,76606,46,75869,49.4,27969,75.6,,,,,,,,,,,C,11,,,11,11,12,Metro,3,,,3,3,4,,,,,,,,,190488,,,166375,153683,
400,5/9/2021,36007,19,Broome County,NY,97.3,87862,46.1,,,87857,52.8,86570,56.3,29934,80.9,75859,39.8,,,,,75857,45.6,75157,48.9,27897,75.4,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,190488,,,166375,153683,
401,5/8/2021,36007,18,Broome County,NY,97.3,87476,45.9,,,87471,52.6,86204,56.1,29892,80.8,74973,39.4,,,,,74971,45.1,74318,48.4,27825,75.2,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,190488,,,166375,153683,
402,5/7/2021,36007,18,Broome County,NY,97.3,87089,45.7,,,87084,52.3,85824,55.8,29801,80.6,73751,38.7,,,,,73749,44.3,73126,47.6,27503,74.4,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,190488,,,166375,153683,
403,5/6/2021,36007,18,Broome County,NY,97.3,86749,45.5,,,86744,52.1,85499,55.6,29749,80.4,72786,38.2,,,,,72784,43.7,72192,47,27375,74,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,190488,,,166375,153683,
404,5/5/2021,36007,18,Broome County,NY,97.3,86316,45.3,,,86311,51.9,85116,55.4,29699,80.3,71775,37.7,,,,,71773,43.1,71232,46.3,27270,73.7,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,190488,,,166375,153683,
405,5/4/2021,36007,18,Broome County,NY,97.3,85770,45,,,85765,51.5,84631,55.1,29640,80.2,70769,37.2,,,,,70767,42.5,70272,45.7,27133,73.4,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,190488,,,166375,153683,
406,5/3/2021,36007,18,Broome County,NY,97.2,85169,44.7,,,85164,51.2,84048,54.7,29418,79.6,69999,36.7,,,,,69997,42.1,69522,45.2,26988,73,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,190488,,,166375,153683,
407,5/2/2021,36007,18,Broome County,NY,97.2,84910,44.6,,,84905,51,83809,54.5,29397,79.5,69586,36.5,,,,,69584,41.8,69133,45,26948,72.9,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,190488,,,166375,153683,
408,5/1/2021,36007,17,Broome County,NY,97.2,84500,44.4,,,84495,50.8,83431,54.3,29354,79.4,68981,36.2,,,,,68979,41.5,68560,44.6,26895,72.7,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,190488,,,166375,153683,
409,4/30/2021,36007,17,Broome County,NY,97.2,83815,44,,,83810,50.4,82785,53.9,29268,79.1,67938,35.7,,,,,67936,40.8,67561,44,26787,72.4,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,190488,,,166375,153683,
410,4/29/2021,36007,17,Broome County,NY,97.2,83217,43.7,,,83212,50,82210,53.5,29192,78.9,66626,35,,,,,66624,40,66297,43.1,26644,72,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,190488,,,166375,153683,
411,4/28/2021,36007,17,Broome County,NY,97.2,81970,43,,,81965,49.3,80984,52.7,28681,77.6,65178,34.2,,,,,65176,39.2,64906,42.2,26273,71,,,,,,,,,,,C,10,,,10,11,12,Metro,2,,,2,3,4,,,,,,,,,190488,,,166375,153683,
412,4/27/2021,36007,17,Broome County,NY,97.2,81591,42.8,,,81586,49,80615,52.5,28616,77.4,64252,33.7,,,,,64250,38.6,64001,41.6,26130,70.7,,,,,,,,,,,C,10,,,10,11,12,Metro,2,,,2,3,4,,,,,,,,,190488,,,166375,153683,
413,4/26/2021,36007,17,Broome County,NY,97.2,81173,42.6,,,81168,48.8,80211,52.2,28559,77.2,63488,33.3,,,,,63486,38.2,63243,41.2,26028,70.4,,,,,,,,,,,C,10,,,10,11,12,Metro,2,,,2,3,4,,,,,,,,,190488,,,166375,153683,
